Version,Timestamp,Simuliertes Scenario,Steps,Flocking,Konsens,Fertige Fahrzeuge,Nicht fertige Fahrzeuge,Emergency Brakes,Kollisionen,min Zeit,avg Zeit,maxZeit,avg Distanz,sum Distanz,UNDER_DISTANCE,IN_DISTANCE,OUT_OF_DISTANCE,NO_LEADER,FLOCKING_DEACTIVATION_COOLDOWN,NEIGHBOR_RADIUS_FOR_TRAFFIC,MAX_MIN_DISTANCE_DIFF,COHESION_MINIMUM_UTILIZATION_OFFSET_ON_NEW_LANE,COHESION_LANE_CHANGE_COOLDOWN,seperationPercentageWhenAligmentAcellarate
eval 4,2024-11-28T03:29:52.857085700,ENDE_VON_ZWEI_SPUREN,300,true,true,114,251,60,14,69.0,133.3859649122807,216.0,1430.8408599366355,520826.0730169353,min:1  avg:18.871186440677967  max:96,min:1  avg:39.85195530726257  max:130,min:1  avg:44.82077922077922  max:119,min:1  avg:9.445378151260504  max:172,80.0,40.0,1.5999999999999999,1.7999999999999998,30,0.4
eval 4,2024-11-28T03:32:43.358780300,ENDE_VON_ZWEI_SPUREN,300,true,true,105,276,47,5,70.0,140.8190476190476,226.0,1350.9142529054216,514698.33035696566,min:1  avg:20.7672131147541  max:108,min:1  avg:43.6958904109589  max:145,min:1  avg:47.26165803108808  max:129,min:1  avg:10.38679245283019  max:70,80.0,40.0,1.5999999999999999,1.7999999999999998,30,0.6000000000000001
eval 4,2024-11-28T03:35:15.220815300,ENDE_VON_ZWEI_SPUREN,300,true,true,109,240,51,20,70.0,130.89908256880733,210.0,1436.5858509026261,499931.8761141139,min:1  avg:17.872909698996654  max:87,min:1  avg:40.4774011299435  max:149,min:1  avg:42.13648293963254  max:114,min:1  avg:10.754716981132075  max:127,80.0,40.0,1.5999999999999999,1.7999999999999998,30,0.8
eval 4,2024-11-28T03:37:59.303211700,ENDE_VON_ZWEI_SPUREN,300,true,true,109,272,77,3,70.0,138.8348623853211,217.0,1326.6137013193247,505439.8202026627,min:1  avg:20.23404255319149  max:120,min:1  avg:49.584450402144775  max:133,min:1  avg:40.481675392670155  max:118,min:1  avg:9.71900826446281  max:70,80.0,40.0,1.7999999999999998,1.2,10,0.2
eval 4,2024-11-28T03:40:46.857294300,ENDE_VON_ZWEI_SPUREN,300,true,true,101,276,50,7,70.0,149.53465346534654,241.0,1309.1485564168772,492239.8572127458,min:1  avg:21.949324324324323  max:115,min:1  avg:51.79624664879356  max:143,min:1  avg:40.945736434108525  max:123,min:1  avg:10.913461538461538  max:114,80.0,40.0,1.7999999999999998,1.2,10,0.4
eval 4,2024-11-28T03:43:30.952601100,ENDE_VON_ZWEI_SPUREN,300,true,true,112,257,42,10,69.0,135.10714285714286,206.0,1383.2905805852713,510434.2242359651,min:1  avg:19.928057553956833  max:95,min:1  avg:45.3739837398374  max:144,min:1  avg:39.297650130548305  max:108,min:1  avg:11.20183486238532  max:55,80.0,40.0,1.7999999999999998,1.2,10,0.6000000000000001
eval 4,2024-11-28T03:46:18.067882800,ENDE_VON_ZWEI_SPUREN,300,true,true,99,268,46,10,68.0,145.96969696969697,224.0,1286.460371879344,472130.95647971926,min:1  avg:20.640138408304498  max:149,min:1  avg:50.97808219178082  max:152,min:1  avg:43.089473684210525  max:123,min:1  avg:11.25438596491228  max:58,80.0,40.0,1.7999999999999998,1.2,10,0.8
eval 4,2024-11-28T03:49:01.757287700,ENDE_VON_ZWEI_SPUREN,300,true,true,107,256,61,11,68.0,140.97196261682242,205.0,1369.7037187503834,497202.44990638917,min:1  avg:20.67669172932331  max:115,min:1  avg:45.50681198910082  max:141,min:1  avg:40.81216931216931  max:112,min:1  avg:10.266129032258064  max:55,80.0,40.0,1.7999999999999998,1.2,20,0.2
eval 4,2024-11-28T03:51:47.108250600,ENDE_VON_ZWEI_SPUREN,300,true,true,111,254,94,12,70.0,140.52252252252254,210.0,1351.2691401367392,493213.23614990985,min:1  avg:19.632508833922262  max:95,min:1  avg:45.49597855227882  max:130,min:1  avg:41.87958115183246  max:126,min:1  avg:9.91869918699187  max:70,80.0,40.0,1.7999999999999998,1.2,20,0.4
eval 4,2024-11-28T03:54:31.928148500,ENDE_VON_ZWEI_SPUREN,300,true,true,109,265,53,7,67.0,139.05504587155963,210.0,1351.6288166015918,504157.5485923937,min:1  avg:18.703180212014136  max:94,min:1  avg:46.58760107816712  max:144,min:1  avg:42.61477572559367  max:110,min:1  avg:10.277777777777779  max:78,80.0,40.0,1.7999999999999998,1.2,20,0.6000000000000001
eval 4,2024-11-28T03:57:21.972065600,ENDE_VON_ZWEI_SPUREN,300,true,true,105,263,39,10,70.0,139.24761904761905,216.0,1321.2422627851533,486217.15270493645,min:1  avg:19.24074074074074  max:95,min:1  avg:48.70652173913044  max:128,min:1  avg:40.71465968586387  max:122,min:1  avg:10.838983050847459  max:73,80.0,40.0,1.7999999999999998,1.2,20,0.8
eval 4,2024-11-28T04:00:04.549879100,ENDE_VON_ZWEI_SPUREN,300,true,true,105,255,68,16,70.0,145.74285714285713,216.0,1364.8217778646144,489971.01825339656,min:1  avg:16.6734693877551  max:88,min:1  avg:47.96476964769648  max:157,min:1  avg:42.73560209424084  max:118,min:1  avg:9.971698113207546  max:126,80.0,40.0,1.7999999999999998,1.2,30,0.2
eval 4,2024-11-28T04:02:52.563262700,ENDE_VON_ZWEI_SPUREN,300,true,true,103,270,74,8,70.0,145.05825242718447,211.0,1332.9545049816923,497192.0303581712,min:1  avg:19.373737373737374  max:113,min:1  avg:48.254641909814325  max:140,min:1  avg:43.12207792207792  max:131,min:1  avg:10.52892561983471  max:70,80.0,40.0,1.7999999999999998,1.2,30,0.4
eval 4,2024-11-28T04:05:34.620575900,ENDE_VON_ZWEI_SPUREN,300,true,true,109,261,45,9,68.0,141.1559633027523,219.0,1357.4414055091581,502253.32003838854,min:1  avg:18.514285714285716  max:95,min:1  avg:49.0  max:147,min:2  avg:42.29133858267716  max:128,min:1  avg:9.655462184873949  max:105,80.0,40.0,1.7999999999999998,1.2,30,0.6000000000000001
eval 4,2024-11-28T04:08:20.649679900,ENDE_VON_ZWEI_SPUREN,300,true,true,105,273,40,5,70.0,138.8190476190476,221.0,1336.8571387908132,505331.9984629274,min:1  avg:19.544117647058822  max:97,min:1  avg:49.73170731707317  max:160,min:1  avg:40.13793103448276  max:119,min:1  avg:10.0  max:100,80.0,40.0,1.7999999999999998,1.2,30,0.8
eval 4,2024-11-28T04:11:05.173347100,ENDE_VON_ZWEI_SPUREN,300,true,true,96,264,96,13,69.0,142.22916666666666,225.0,1293.723795291305,464446.84250957845,min:1  avg:21.148936170212767  max:108,min:1  avg:48.5595567867036  max:132,min:1  avg:43.225464190981434  max:122,min:1  avg:10.423423423423424  max:99,80.0,40.0,1.7999999999999998,1.4,10,0.2
eval 4,2024-11-28T04:13:36.590029900,ENDE_VON_ZWEI_SPUREN,300,true,true,112,241,43,18,68.0,133.13392857142858,202.0,1435.6322811868017,505342.5629777542,min:1  avg:16.835164835164836  max:88,min:1  avg:45.42032967032967  max:147,min:1  avg:37.583333333333336  max:117,min:1  avg:10.464912280701755  max:62,80.0,40.0,1.7999999999999998,1.4,10,0.4
eval 4,2024-11-28T04:16:27.011896,ENDE_VON_ZWEI_SPUREN,300,true,true,97,275,38,7,68.0,141.50515463917526,207.0,1303.2256905830375,484799.95689688995,min:1  avg:21.720149253731343  max:121,min:1  avg:51.016216216216215  max:159,min:1  avg:41.71957671957672  max:128,min:1  avg:10.833333333333334  max:46,80.0,40.0,1.7999999999999998,1.4,10,0.6000000000000001
eval 4,2024-11-28T04:19:08.219425700,ENDE_VON_ZWEI_SPUREN,300,true,true,108,252,44,15,68.0,133.59259259259258,219.0,1387.917203929508,499650.1934146229,min:1  avg:18.148698884758364  max:82,min:1  avg:43.9  max:134,min:1  avg:40.645502645502646  max:112,min:1  avg:9.991525423728813  max:87,80.0,40.0,1.7999999999999998,1.4,10,0.8
eval 4,2024-11-28T04:22:40.050195500,ENDE_VON_ZWEI_SPUREN,300,true,true,103,267,47,9,70.0,145.5728155339806,225.0,1317.0537301692198,485992.8264324421,min:1  avg:21.6  max:96,min:1  avg:47.7896174863388  max:144,min:1  avg:42.889763779527556  max:120,min:1  avg:10.264957264957266  max:70,80.0,40.0,1.7999999999999998,1.4,20,0.2
eval 4,2024-11-28T04:25:32.090312600,ENDE_VON_ZWEI_SPUREN,300,true,true,100,266,61,11,70.0,156.23,224.0,1293.631088352482,473468.9783370084,min:1  avg:20.024305555555557  max:96,min:1  avg:49.71313672922252  max:160,min:1  avg:43.46233766233766  max:119,min:1  avg:10.697247706422019  max:150,80.0,40.0,1.7999999999999998,1.4,20,0.4
eval 4,2024-11-28T04:28:28.472842500,ENDE_VON_ZWEI_SPUREN,300,true,true,98,272,59,10,69.0,152.0,243.0,1267.7167742011643,469055.20645443077,min:1  avg:20.877551020408163  max:105,min:1  avg:52.416666666666664  max:143,min:1  avg:43.33937823834197  max:131,min:1  avg:11.471698113207546  max:95,80.0,40.0,1.7999999999999998,1.4,20,0.6000000000000001
eval 4,2024-11-28T04:31:17.163406,ENDE_VON_ZWEI_SPUREN,300,true,true,113,266,41,6,70.0,137.53097345132744,215.0,1357.23364519634,514391.5515294128,min:1  avg:19.43984962406015  max:123,min:1  avg:48.288409703504044  max:145,min:1  avg:42.63324538258575  max:125,min:1  avg:10.701754385964913  max:111,80.0,40.0,1.7999999999999998,1.4,20,0.8
eval 4,2024-11-28T04:34:05.465985800,ENDE_VON_ZWEI_SPUREN,300,true,true,103,274,46,6,71.0,142.71844660194174,210.0,1313.7628580889304,495288.59749952675,min:1  avg:20.754266211604097  max:121,min:1  avg:52.201634877384194  max:140,min:1  avg:42.236074270557026  max:123,min:1  avg:11.262135922330097  max:71,80.0,40.0,1.7999999999999998,1.4,30,0.2
eval 4,2024-11-28T04:36:46.208803500,ENDE_VON_ZWEI_SPUREN,300,true,true,112,260,51,10,68.0,142.90178571428572,215.0,1350.8650015662647,502521.78058265045,min:1  avg:19.56989247311828  max:96,min:1  avg:48.32702702702703  max:139,min:1  avg:41.76052631578948  max:116,min:1  avg:11.079646017699115  max:59,80.0,40.0,1.7999999999999998,1.4,30,0.4
eval 4,2024-11-28T04:39:35.046439500,ENDE_VON_ZWEI_SPUREN,300,true,true,107,263,42,6,68.0,133.88785046728972,219.0,1361.4241333775467,503726.92934969225,min:1  avg:20.076045627376427  max:98,min:1  avg:46.93628808864266  max:145,min:1  avg:41.70320855614973  max:108,min:1  avg:9.912  max:56,80.0,40.0,1.7999999999999998,1.4,30,0.6000000000000001
eval 4,2024-11-28T04:42:28.142161600,ENDE_VON_ZWEI_SPUREN,300,true,true,97,262,83,12,69.0,150.08247422680412,222.0,1293.8215290154967,464481.9289165633,min:1  avg:20.220216606498195  max:138,min:1  avg:45.85675675675676  max:164,min:1  avg:45.93157894736842  max:118,min:1  avg:11.155172413793103  max:52,80.0,40.0,1.7999999999999998,1.4,30,0.8
eval 4,2024-11-28T04:45:20.152361500,ENDE_VON_ZWEI_SPUREN,300,true,true,99,265,56,11,70.0,153.55555555555554,227.0,1304.4562652652216,474822.0805565407,min:1  avg:20.796491228070174  max:129,min:1  avg:47.579088471849865  max:136,min:1  avg:44.22105263157895  max:128,min:1  avg:11.142857142857142  max:74,80.0,40.0,1.7999999999999998,1.5999999999999999,10,0.2
eval 4,2024-11-28T04:48:18.790827800,ENDE_VON_ZWEI_SPUREN,300,true,true,99,261,52,14,70.0,141.46464646464648,206.0,1318.446316771903,474640.67403788504,min:1  avg:20.235294117647058  max:90,min:1  avg:45.037333333333336  max:143,min:1  avg:42.0130890052356  max:123,min:1  avg:11.016666666666667  max:70,80.0,40.0,1.7999999999999998,1.5999999999999999,10,0.4
eval 4,2024-11-28T04:51:11.633716300,ENDE_VON_ZWEI_SPUREN,300,true,true,93,278,34,6,71.0,140.98924731182797,220.0,1247.5445870053097,462839.04177896987,min:1  avg:23.350943396226416  max:137,min:1  avg:51.229916897506925  max:164,min:1  avg:42.25065963060686  max:134,min:1  avg:10.898148148148149  max:71,80.0,40.0,1.7999999999999998,1.5999999999999999,10,0.6000000000000001
eval 4,2024-11-28T04:54:00.045505,ENDE_VON_ZWEI_SPUREN,300,true,true,104,267,53,7,70.0,140.20192307692307,218.0,1328.2045854154924,492763.90118914767,min:1  avg:20.885185185185186  max:90,min:1  avg:49.15659340659341  max:144,min:1  avg:41.838120104438644  max:119,min:1  avg:11.07563025210084  max:78,80.0,40.0,1.7999999999999998,1.5999999999999999,10,0.8
eval 4,2024-11-28T04:57:00.725969500,ENDE_VON_ZWEI_SPUREN,300,true,true,100,271,57,6,71.0,146.02,214.0,1309.9821645020559,486003.3830302627,min:1  avg:22.27169811320755  max:97,min:1  avg:47.31111111111111  max:147,min:1  avg:44.37931034482759  max:140,min:1  avg:11.39  max:97,80.0,40.0,1.7999999999999998,1.5999999999999999,20,0.2
eval 4,2024-11-28T04:59:53.136585900,ENDE_VON_ZWEI_SPUREN,300,true,true,103,263,57,10,70.0,144.15533980582524,216.0,1326.5640079094221,485522.42689484847,min:1  avg:20.409420289855074  max:92,min:1  avg:48.404371584699454  max:138,min:1  avg:44.044736842105266  max:122,min:1  avg:10.786324786324787  max:70,80.0,40.0,1.7999999999999998,1.5999999999999999,20,0.4
eval 4,2024-11-28T05:02:40.755529300,ENDE_VON_ZWEI_SPUREN,300,true,true,101,259,79,12,71.0,141.05940594059405,215.0,1326.810488031217,477651.7756912381,min:1  avg:18.797101449275363  max:106,min:1  avg:45.77197802197802  max:139,min:1  avg:43.9893899204244  max:123,min:1  avg:10.032  max:80,80.0,40.0,1.7999999999999998,1.5999999999999999,20,0.6000000000000001
eval 4,2024-11-28T05:05:30.718184200,ENDE_VON_ZWEI_SPUREN,300,true,true,100,268,56,10,70.0,142.86,228.0,1308.218390051071,480116.1491487431,min:1  avg:18.429577464788732  max:100,min:1  avg:48.21138211382114  max:132,min:1  avg:42.9023746701847  max:121,min:1  avg:10.683168316831683  max:76,80.0,40.0,1.7999999999999998,1.5999999999999999,20,0.8
eval 4,2024-11-28T05:08:16.715388700,ENDE_VON_ZWEI_SPUREN,300,true,true,109,260,52,7,68.0,136.78899082568807,223.0,1358.4526761594732,501269.0375028456,min:1  avg:20.933333333333334  max:105,min:1  avg:48.63333333333333  max:151,min:1  avg:39.96808510638298  max:112,min:1  avg:11.123893805309734  max:62,80.0,40.0,1.7999999999999998,1.5999999999999999,30,0.2
eval 4,2024-11-28T05:10:58.507833500,ENDE_VON_ZWEI_SPUREN,300,true,true,101,264,55,10,68.0,137.87128712871288,223.0,1318.8813085984252,481391.6776384252,min:1  avg:20.363636363636363  max:105,min:1  avg:46.978142076502735  max:144,min:2  avg:42.76902887139108  max:117,min:1  avg:10.336134453781513  max:53,80.0,40.0,1.7999999999999998,1.5999999999999999,30,0.4
eval 4,2024-11-28T05:13:49.370556400,ENDE_VON_ZWEI_SPUREN,300,true,true,109,268,53,4,68.0,139.14678899082568,222.0,1336.404032834091,503824.3203784523,min:1  avg:21.02158273381295  max:105,min:1  avg:47.857142857142854  max:143,min:1  avg:42.318302387267906  max:123,min:1  avg:10.234782608695653  max:66,80.0,40.0,1.7999999999999998,1.5999999999999999,30,0.6000000000000001
eval 4,2024-11-28T05:16:50.248518300,ENDE_VON_ZWEI_SPUREN,300,true,true,111,258,41,9,71.0,140.54054054054055,225.0,1370.6103142363665,505755.20595321927,min:1  avg:18.99288256227758  max:127,min:1  avg:47.1510989010989  max:136,min:1  avg:41.193211488250654  max:114,min:1  avg:9.071428571428571  max:118,80.0,40.0,1.7999999999999998,1.5999999999999999,30,0.8
eval 4,2024-11-28T05:19:34.377237900,ENDE_VON_ZWEI_SPUREN,300,true,true,101,258,47,13,68.0,145.56435643564356,214.0,1329.1394943230262,477161.0784619664,min:1  avg:18.52857142857143  max:83,min:1  avg:48.19559228650138  max:135,min:1  avg:43.00527704485488  max:117,min:1  avg:12.036036036036036  max:107,80.0,40.0,1.7999999999999998,1.7999999999999998,10,0.2
eval 4,2024-11-28T05:22:16.183691400,ENDE_VON_ZWEI_SPUREN,300,true,true,117,248,48,12,70.0,134.2051282051282,211.0,1417.7792661988378,517489.43216257583,min:1  avg:16.487179487179485  max:92,min:1  avg:47.4435261707989  max:144,min:1  avg:39.65435356200528  max:105,min:1  avg:9.64655172413793  max:70,80.0,40.0,1.7999999999999998,1.7999999999999998,10,0.4
eval 4,2024-11-28T05:24:54.146885100,ENDE_VON_ZWEI_SPUREN,300,true,true,108,260,41,9,70.0,141.16666666666666,210.0,1372.0122058174534,503528.4795350054,min:1  avg:19.859848484848484  max:115,min:1  avg:46.540983606557376  max:138,min:1  avg:42.36675461741425  max:113,min:1  avg:10.769911504424778  max:70,80.0,40.0,1.7999999999999998,1.7999999999999998,10,0.6000000000000001
eval 4,2024-11-28T05:27:37.793909400,ENDE_VON_ZWEI_SPUREN,300,true,true,97,256,57,15,68.0,139.20618556701032,215.0,1323.0659425286797,467042.27771262394,min:1  avg:20.93103448275862  max:85,min:1  avg:45.097765363128495  max:141,min:2  avg:42.85066666666667  max:115,min:1  avg:10.991150442477876  max:78,80.0,40.0,1.7999999999999998,1.7999999999999998,10,0.8
eval 4,2024-11-28T05:30:35.290433500,ENDE_VON_ZWEI_SPUREN,300,true,true,93,256,84,20,70.0,147.34408602150538,218.0,1300.2511858067485,453787.6638465552,min:1  avg:20.97163120567376  max:98,min:1  avg:44.40489130434783  max:139,min:1  avg:42.812987012987016  max:118,min:1  avg:10.929824561403509  max:89,80.0,40.0,1.7999999999999998,1.7999999999999998,20,0.2
eval 4,2024-11-28T05:33:19.964249400,ENDE_VON_ZWEI_SPUREN,300,true,true,113,249,46,11,65.0,138.35398230088495,214.0,1371.6052723220632,496521.1085805869,min:1  avg:16.409252669039144  max:105,min:1  avg:48.04891304347826  max:157,min:1  avg:42.317460317460316  max:114,min:1  avg:9.5748031496063  max:97,80.0,40.0,1.7999999999999998,1.7999999999999998,20,0.4
eval 4,2024-11-28T05:35:58.088025100,ENDE_VON_ZWEI_SPUREN,300,true,true,115,255,38,7,65.0,132.0,206.0,1413.4653566762584,522982.1819702156,min:1  avg:19.468992248062015  max:82,min:1  avg:46.75555555555555  max:133,min:2  avg:41.06149732620321  max:122,min:1  avg:9.456140350877194  max:66,80.0,40.0,1.7999999999999998,1.7999999999999998,20,0.6000000000000001
eval 4,2024-11-28T05:38:48.661993600,ENDE_VON_ZWEI_SPUREN,300,true,true,110,263,44,6,68.0,140.8272727272727,222.0,1343.9654240325794,499955.1377401196,min:1  avg:19.996336996336996  max:115,min:1  avg:49.046070460704605  max:138,min:1  avg:42.64736842105263  max:113,min:1  avg:9.974358974358974  max:58,80.0,40.0,1.7999999999999998,1.7999999999999998,20,0.8
eval 4,2024-11-28T05:41:32.841618,ENDE_VON_ZWEI_SPUREN,300,true,true,109,259,64,9,68.0,142.42201834862385,215.0,1359.9322646364458,500455.07338621205,min:1  avg:18.201438848920862  max:83,min:1  avg:46.48076923076923  max:126,min:1  avg:43.21899736147757  max:115,min:1  avg:10.246031746031745  max:68,80.0,40.0,1.7999999999999998,1.7999999999999998,30,0.2
eval 4,2024-11-28T05:44:13.420368500,ENDE_VON_ZWEI_SPUREN,300,true,true,101,257,45,15,70.0,147.2970297029703,230.0,1360.557233506956,487079.4895954902,min:1  avg:21.605839416058394  max:103,min:1  avg:49.33884297520661  max:155,min:1  avg:40.811023622047244  max:113,min:1  avg:9.362068965517242  max:128,80.0,40.0,1.7999999999999998,1.7999999999999998,30,0.4
eval 4,2024-11-28T05:47:00.147661,ENDE_VON_ZWEI_SPUREN,300,true,true,103,262,51,13,71.0,144.97087378640776,220.0,1339.5412457541372,488932.5547002601,min:1  avg:22.172284644194757  max:103,min:1  avg:46.71081081081081  max:122,min:1  avg:41.172680412371136  max:113,min:1  avg:10.582608695652175  max:71,80.0,40.0,1.7999999999999998,1.7999999999999998,30,0.6000000000000001
eval 4,2024-11-28T05:49:40.510958100,ENDE_VON_ZWEI_SPUREN,300,true,true,103,258,44,11,70.0,145.4271844660194,210.0,1335.3070861903427,482045.85811471374,min:1  avg:18.881944444444443  max:113,min:1  avg:48.13850415512465  max:141,min:2  avg:43.7686170212766  max:121,min:1  avg:10.234234234234235  max:94,80.0,40.0,1.7999999999999998,1.7999999999999998,30,0.8
eval 4,2024-11-28T05:52:17.780498700,ENDE_VON_ZWEI_SPUREN,300,true,true,117,237,184,23,70.0,133.7094017094017,201.0,1475.1616953581558,520732.078461429,min:1  avg:26.401146131805156  max:91,min:1  avg:22.980609418282548  max:89,min:1  avg:49.77078085642317  max:121,min:1  avg:10.321739130434782  max:70,80.0,50.0,1.2,1.2,10,0.2
eval 4,2024-11-28T05:55:02.260251700,ENDE_VON_ZWEI_SPUREN,300,true,true,104,248,184,24,70.0,142.42307692307693,224.0,1404.1592992578474,492859.9140395044,min:1  avg:28.091922005571032  max:149,min:1  avg:21.85  max:113,min:1  avg:55.11557788944724  max:137,min:1  avg:10.669565217391304  max:70,80.0,50.0,1.2,1.2,10,0.4
eval 4,2024-11-28T05:57:40.927069100,ENDE_VON_ZWEI_SPUREN,300,true,true,112,224,162,30,70.0,140.24107142857142,213.0,1479.207825991298,497013.82953307615,min:1  avg:24.830459770114942  max:94,min:1  avg:22.971181556195965  max:99,min:2  avg:53.576142131979694  max:142,min:1  avg:10.274336283185841  max:131,80.0,50.0,1.2,1.2,10,0.6000000000000001
eval 4,2024-11-28T06:00:16.053352800,ENDE_VON_ZWEI_SPUREN,300,true,true,109,243,146,24,68.0,126.96330275229357,211.0,1443.3111330235108,506602.2076912523,min:1  avg:26.303370786516854  max:143,min:1  avg:20.823033707865168  max:104,min:1  avg:51.649874055415616  max:124,min:1  avg:10.629310344827585  max:98,80.0,50.0,1.2,1.2,10,0.8
eval 4,2024-11-28T06:02:57.485818100,ENDE_VON_ZWEI_SPUREN,300,true,true,108,239,211,27,70.0,146.33333333333334,215.0,1429.0385542047704,494447.33975485055,min:1  avg:27.14325842696629  max:94,min:1  avg:23.26890756302521  max:90,min:1  avg:52.61654135338346  max:121,min:1  avg:10.85344827586207  max:70,80.0,50.0,1.2,1.2,20,0.2
eval 4,2024-11-28T06:05:40.259163900,ENDE_VON_ZWEI_SPUREN,300,true,true,113,241,152,21,68.0,138.60176991150442,199.0,1458.934383177523,515003.8372616656,min:1  avg:26.587209302325583  max:124,min:1  avg:22.737752161383284  max:88,min:1  avg:53.266497461928935  max:132,min:1  avg:9.914728682170542  max:120,80.0,50.0,1.2,1.2,20,0.4
eval 4,2024-11-28T06:10:29.893433400,ENDE_VON_ZWEI_SPUREN,300,true,true,103,216,209,38,68.0,130.2135922330097,198.0,1489.0598461778281,473521.0310845494,min:1  avg:23.965217391304346  max:103,min:1  avg:20.581661891117477  max:110,min:1  avg:47.214285714285715  max:139,min:1  avg:10.023255813953488  max:86,80.0,50.0,1.2,1.2,30,0.2
eval 4,2024-11-28T06:13:03.235531600,ENDE_VON_ZWEI_SPUREN,300,true,true,111,236,185,25,70.0,136.61261261261262,203.0,1453.4943919290163,502909.0596074396,min:1  avg:25.960339943342778  max:110,min:1  avg:22.275568181818183  max:100,min:1  avg:50.37309644670051  max:127,min:1  avg:10.304347826086957  max:99,80.0,50.0,1.2,1.2,30,0.4
eval 4,2024-11-28T06:15:35.519448800,ENDE_VON_ZWEI_SPUREN,300,true,true,119,224,208,27,67.0,129.6638655462185,194.0,1512.3451976697374,518734.40280071995,min:1  avg:23.297142857142855  max:82,min:1  avg:21.11830985915493  max:74,min:1  avg:49.51392405063291  max:125,min:1  avg:9.833333333333334  max:117,80.0,50.0,1.2,1.2,30,0.6000000000000001
eval 4,2024-11-28T06:18:08.327968500,ENDE_VON_ZWEI_SPUREN,300,true,true,119,231,167,20,64.0,127.0,211.0,1525.495555395609,532397.9488330676,min:1  avg:22.395953757225435  max:99,min:1  avg:23.581196581196583  max:86,min:1  avg:49.52713178294574  max:127,min:1  avg:9.511811023622048  max:110,80.0,50.0,1.2,1.2,30,0.8
eval 4,2024-11-28T06:21:00.800370300,ENDE_VON_ZWEI_SPUREN,300,true,true,101,243,206,28,71.0,142.83168316831683,203.0,1407.606915595727,482809.1720493344,min:1  avg:28.56741573033708  max:136,min:1  avg:22.63711911357341  max:85,min:1  avg:51.47487437185929  max:135,min:1  avg:10.587719298245615  max:71,80.0,50.0,1.2,1.4,10,0.2
eval 4,2024-11-28T06:23:39.264224100,ENDE_VON_ZWEI_SPUREN,300,true,true,109,246,193,23,68.0,127.86238532110092,215.0,1444.9516535847486,511512.88536900096,min:1  avg:26.443502824858758  max:114,min:1  avg:23.002747252747252  max:93,min:2  avg:51.31218274111675  max:128,min:1  avg:10.258620689655173  max:76,80.0,50.0,1.2,1.4,10,0.4
eval 4,2024-11-28T06:26:18.946313,ENDE_VON_ZWEI_SPUREN,300,true,true,107,254,162,17,69.0,131.81308411214954,217.0,1409.9343029716965,508986.28337278246,min:1  avg:26.798295454545453  max:119,min:1  avg:22.866295264623954  max:130,min:1  avg:51.44387755102041  max:135,min:1  avg:11.192660550458715  max:112,80.0,50.0,1.2,1.4,10,0.6000000000000001
eval 4,2024-11-28T06:28:59.855138500,ENDE_VON_ZWEI_SPUREN,300,true,true,102,254,166,23,70.0,139.18627450980392,216.0,1368.129957917563,485686.1350607349,min:1  avg:27.625698324022345  max:116,min:1  avg:24.110169491525422  max:115,min:1  avg:54.50124688279302  max:135,min:1  avg:10.424  max:86,80.0,50.0,1.2,1.4,10,0.8
eval 4,2024-11-28T06:31:39.816536100,ENDE_VON_ZWEI_SPUREN,300,true,true,111,232,188,28,68.0,139.03603603603602,220.0,1458.730339109454,498885.77597543324,min:1  avg:24.93258426966292  max:124,min:1  avg:23.660056657223794  max:96,min:1  avg:51.7632241813602  max:145,min:1  avg:11.342857142857143  max:133,80.0,50.0,1.2,1.4,20,0.2
eval 4,2024-11-28T06:34:12.530294900,ENDE_VON_ZWEI_SPUREN,300,true,true,116,221,173,30,70.0,135.6206896551724,200.0,1499.3719808237056,505288.3575375888,min:1  avg:24.39367816091954  max:114,min:1  avg:22.206303724928368  max:78,min:2  avg:51.213740458015266  max:136,min:1  avg:9.459677419354838  max:73,80.0,50.0,1.2,1.4,20,0.4
eval 4,2024-11-28T06:36:40.705192900,ENDE_VON_ZWEI_SPUREN,300,true,true,105,220,179,35,70.0,134.3047619047619,209.0,1462.5326884202764,475323.1237365898,min:1  avg:23.638418079096045  max:120,min:1  avg:22.375366568914956  max:76,min:1  avg:49.63358778625954  max:122,min:1  avg:11.11965811965812  max:70,80.0,50.0,1.2,1.4,20,0.6000000000000001
eval 4,2024-11-28T06:39:22.208962500,ENDE_VON_ZWEI_SPUREN,300,true,true,120,251,169,11,68.0,135.35,207.0,1436.3308023428558,532878.7276691995,min:1  avg:25.190615835777127  max:99,min:1  avg:23.640226628895185  max:112,min:2  avg:55.54615384615385  max:132,min:1  avg:10.8125  max:197,80.0,50.0,1.2,1.4,20,0.8
eval 4,2024-11-28T06:41:53.036803500,ENDE_VON_ZWEI_SPUREN,300,true,true,113,224,224,29,71.0,130.30973451327435,198.0,1500.503580998494,505669.7067964925,min:1  avg:22.944289693593316  max:93,min:1  avg:22.444759206798867  max:90,min:2  avg:48.49744897959184  max:120,min:1  avg:9.307692307692308  max:71,80.0,50.0,1.2,1.4,30,0.2
eval 4,2024-11-28T06:44:27.209170700,ENDE_VON_ZWEI_SPUREN,300,true,true,105,230,210,31,68.0,132.23809523809524,209.0,1464.4005398752658,489109.78031833883,min:1  avg:26.303206997084548  max:104,min:1  avg:22.568627450980394  max:120,min:1  avg:49.63451776649746  max:138,min:1  avg:10.430769230769231  max:59,80.0,50.0,1.2,1.4,30,0.4
