Version,Timestamp,Simuliertes Szenario,Steps,Flocking,Fertige Fahrzeuge,Emergency Brakes,Kollisionen,avg Zeit,avg Distanz in Metern,UNDER_DISTANCE,IN_DISTANCE,OUT_OF_DISTANCE,NO_LEADER,Flocking Config
300 steps mit konsens,2024-10-13T14:54:47.168732700,CIRCLE,300,true,0,52,8,237.67916666666667,616.0237808953923,min:1  avg:124.58791208791209  max:272,min:1  avg:117.53846153846153  max:273,min:1  avg:22.0  max:176,min:1  avg:13.763157894736842  max:279,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
1000 steps mit konsens,2024-10-13T15:10:58.864947200,CIRCLE,1000,true,0,2540,24,884.5932203389831,9571.421441286462,min:1  avg:41.33490566037736  max:116,min:1  avg:402.85981308411215  max:644,min:1  avg:313.50230414746545  max:546,min:1  avg:4.1265822784810124  max:33,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T16:49:55.324877300,ENDE_EINER_SPUR,300,true,235,27,8,79.44864864864864,1923.3127319214711,min:1  avg:8.1484375  max:35,min:1  avg:31.4792899408284  max:83,min:1  avg:30.47683923705722  max:81,min:1  avg:6.633879781420765  max:139,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T16:55:43.986178300,ENDE_EINER_SPUR,300,true,279,49,12,70.9040404040404,2008.7927160020042,min:1  avg:8.189759036144578  max:35,min:1  avg:29.33243967828418  max:79,min:1  avg:32.56280193236715  max:82,min:1  avg:6.3355263157894735  max:79,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps ohne konsens,2024-10-13T17:12:02.502719200,ENDE_VON_ZWEI_SPUREN,300,true,124,143,13,110.65789473684211,1421.5804183877337,min:1  avg:19.45945945945946  max:127,min:1  avg:39.72051282051282  max:128,min:2  avg:52.48138957816377  max:125,min:1  avg:10.449664429530202  max:79,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T17:15:12.519697100,ENDE_VON_ZWEI_SPUREN,300,false,84,0,0,127.77088948787062,1446.2337374285928,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T17:20:16.361640600,ENDE_VON_ZWEI_SPUREN,300,true,45,56,10,133.5,1067.6351254463252,min:1  avg:31.993690851735014  max:169,min:1  avg:55.037837837837834  max:210,min:1  avg:43.4869109947644  max:156,min:1  avg:14.229508196721312  max:67,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T17:25:58.404949200,ENDE_VON_ZWEI_SPUREN,300,true,38,16,17,134.06232294617564,1062.3833450091947,min:1  avg:31.608695652173914  max:169,min:1  avg:57.46280991735537  max:218,min:1  avg:39.575916230366495  max:166,min:1  avg:14.375  max:77,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T17:29:27.188740300,ENDE_VON_ZWEI_SPUREN,300,true,133,90,11,107.72680412371135,1446.1629930435633,min:1  avg:21.23262839879154  max:120,min:1  avg:38.44094488188976  max:121,min:1  avg:49.190123456790126  max:120,min:1  avg:9.528662420382165  max:67,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:01:02.192234700,LIEGENGEBLIEBENES_FAHRZEUG,300,true,212,76,21,91.27173913043478,2127.2277272980723,min:1  avg:11.575079872204473  max:58,min:1  avg:38.37567567567567  max:97,min:1  avg:35.356962025316456  max:111,min:1  avg:5.455696202531645  max:73,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:02:25.419175900,LIEGENGEBLIEBENES_FAHRZEUG,300,false,177,0,0,106.02278481012658,1890.9247587469629,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:03:56.902734300,LIEGENGEBLIEBENES_FAHRZEUG,300,true,245,106,15,82.39119170984456,2233.663792359346,min:1  avg:10.436416184971097  max:34,min:1  avg:35.921832884097036  max:92,min:1  avg:35.91484184914842  max:106,min:1  avg:4.694656488549619  max:77,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:27:05.296963,ENDE_VON_ZWEI_SPUREN,300,true,95,99,18,116.72802197802197,1331.987666435792,min:1  avg:21.29936305732484  max:106,min:1  avg:38.66212534059945  max:145,min:1  avg:51.621827411167516  max:140,min:1  avg:9.718446601941748  max:74,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:29:46.263403900,ENDE_EINER_SPUR,300,true,237,79,5,84.54636591478696,1826.2681561379022,min:1  avg:10.430508474576271  max:45,min:1  avg:30.199468085106382  max:81,min:1  avg:36.08020050125313  max:91,min:1  avg:6.489690721649485  max:72,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:33:12.433294700,ENDE_VON_ZWEI_SPUREN,300,true,113,145,17,112.07466666666667,1399.7456694993243,min:1  avg:19.433234421364986  max:102,min:1  avg:40.35958005249344  max:112,min:2  avg:52.76470588235294  max:122,min:1  avg:9.447552447552448  max:99,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:39:41.839030,ENDE_VON_ZWEI_SPUREN,300,true,101,98,22,112.56,1388.609897394356,min:1  avg:22.240506329113924  max:104,min:1  avg:37.265582655826556  max:121,min:1  avg:48.309462915601024  max:115,min:1  avg:9.429906542056075  max:77,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T18:42:04.494895400,ENDE_VON_ZWEI_SPUREN,300,false,84,0,0,127.81521739130434,1345.0941850743056,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:33:38.289346600,ENDE_VON_ZWEI_SPUREN,300,true,131,111,14,110.49606299212599,1460.3942239970115,min:1  avg:19.55325443786982  max:111,min:1  avg:40.22894736842105  max:111,min:2  avg:52.06127450980392  max:116,min:1  avg:9.439490445859873  max:106,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:37:14.889059500,ENDE_VON_ZWEI_SPUREN,300,true,120,75,9,112.7051282051282,1383.6038108340226,min:1  avg:19.670886075949365  max:111,min:1  avg:46.933673469387756  max:123,min:1  avg:47.53865336658354  max:121,min:1  avg:10.255172413793103  max:135,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:40:54.182189900,ENDE_VON_ZWEI_SPUREN,300,true,115,70,7,118.13730569948187,1362.0802602820108,min:1  avg:20.269592476489027  max:99,min:1  avg:48.65721649484536  max:132,min:1  avg:50.51127819548872  max:137,min:1  avg:10.911111111111111  max:181,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:43:27.420339200,ENDE_VON_ZWEI_SPUREN,300,true,131,266,17,105.44297082228117,1485.1966353500611,min:1  avg:16.954802259887007  max:76,min:1  avg:41.93112244897959  max:131,min:1  avg:44.18627450980392  max:107,min:1  avg:8.835365853658537  max:107,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:46:08.630180200,ENDE_VON_ZWEI_SPUREN,300,true,118,97,10,114.69072164948453,1375.682993100975,min:1  avg:24.394029850746268  max:154,min:1  avg:38.88174807197944  max:126,min:2  avg:53.43564356435643  max:120,min:1  avg:10.211267605633802  max:109,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:48:43.691601100,ENDE_VON_ZWEI_SPUREN,300,true,130,128,23,106.27272727272727,1519.4704785656309,min:1  avg:18.37837837837838  max:82,min:1  avg:38.324607329842934  max:104,min:1  avg:49.458333333333336  max:116,min:1  avg:9.560509554140127  max:85,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:51:01.506376500,ENDE_VON_ZWEI_SPUREN,300,true,120,63,15,110.48548812664907,1412.4552881386678,min:1  avg:20.66066066066066  max:103,min:1  avg:37.396907216494846  max:117,min:2  avg:53.32432432432432  max:117,min:1  avg:10.612676056338028  max:166,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-13T23:54:16.410590800,ENDE_EINER_SPUR,300,true,288,76,6,70.16911764705883,1998.2552609227678,min:1  avg:8.239263803680982  max:29,min:1  avg:31.128947368421052  max:82,min:1  avg:31.306569343065693  max:80,min:1  avg:6.26797385620915  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:02:37.905593600,ENDE_EINER_SPUR,300,true,278,14,13,71.6497461928934,2020.0670997274954,min:1  avg:8.358895705521473  max:33,min:1  avg:29.536082474226806  max:81,min:1  avg:31.83495145631068  max:80,min:1  avg:6.453020134228188  max:68,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:04:50.669530900,ENDE_EINER_SPUR,300,true,279,21,12,70.31818181818181,2006.7570858284846,min:1  avg:9.13015873015873  max:32,min:1  avg:30.179624664879356  max:79,min:1  avg:31.526829268292683  max:83,min:1  avg:6.452145214521452  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:07:37.763426,ENDE_EINER_SPUR,300,true,272,73,14,73.08184143222506,2000.980960702031,min:1  avg:8.517571884984026  max:32,min:1  avg:31.798927613941018  max:83,min:1  avg:32.3317191283293  max:87,min:1  avg:6.578231292517007  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:10:35.440484900,ENDE_EINER_SPUR,300,true,264,77,12,74.75,1935.5311846332165,min:1  avg:10.87202380952381  max:38,min:1  avg:33.126288659793815  max:89,min:1  avg:29.668280871670703  max:74,min:1  avg:6.72887323943662  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:12:55.666847700,ENDE_EINER_SPUR,300,true,254,48,16,76.45876288659794,1926.0423575443174,min:1  avg:10.914285714285715  max:41,min:1  avg:33.848101265822784  max:82,min:1  avg:29.963414634146343  max:81,min:1  avg:7.041044776119403  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:16:05.996073300,ENDE_EINER_SPUR,300,true,283,53,5,73.3080684596577,1985.434770088947,min:1  avg:9.02710843373494  max:34,min:1  avg:32.37696335078534  max:76,min:1  avg:32.0024154589372  max:88,min:1  avg:6.141447368421052  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T00:18:26.364293600,ENDE_EINER_SPUR,300,true,263,59,9,73.62189054726367,1911.8905588109458,min:1  avg:8.121580547112462  max:34,min:1  avg:29.230563002680967  max:75,min:1  avg:35.70120481927711  max:79,min:1  avg:6.939068100358423  max:66,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T00:29:14.837147800,ENDE_EINER_SPUR,600,false,448,0,0,154.17130919220057,1803.626343630401,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T00:38:15.865995800,ENDE_EINER_SPUR,600,false,428,0,0,157.42738589211618,1746.8374368817615,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T00:47:10.285016600,ENDE_EINER_SPUR,600,false,431,0,0,157.79805013927577,1762.865701277538,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T00:53:36.234332400,ENDE_EINER_SPUR,600,true,617,150,23,94.24307304785894,2043.1804578846381,min:1  avg:10.352112676056338  max:48,min:1  avg:35.67293233082707  max:89,min:1  avg:44.13429256594724  max:113,min:1  avg:6.092356687898089  max:114,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T01:00:28.626591300,ENDE_EINER_SPUR,600,true,607,139,15,99.39776951672863,1998.6793019369334,min:1  avg:11.762376237623762  max:69,min:1  avg:37.85125  max:112,min:1  avg:47.17908653846154  max:110,min:1  avg:6.184887459807074  max:61,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T01:05:53.242135400,ENDE_EINER_SPUR,600,true,646,112,35,81.55584415584416,2162.6341571706653,min:1  avg:9.00557880055788  max:37,min:1  avg:33.78826530612245  max:81,min:1  avg:34.461630695443645  max:91,min:1  avg:5.84319526627219  max:74,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T01:12:10.800508900,ENDE_EINER_SPUR,600,true,577,121,24,93.66005291005291,2029.4588095117801,min:1  avg:10.549920760697306  max:55,min:1  avg:35.456094364351245  max:94,min:1  avg:36.9937343358396  max:103,min:1  avg:6.466183574879227  max:62,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T01:18:42.802063600,ENDE_EINER_SPUR,600,true,579,152,19,98.078125,2015.4262517948505,min:1  avg:11.354788069073784  max:61,min:1  avg:38.666666666666664  max:100,min:1  avg:39.09762202753442  max:113,min:1  avg:5.911227154046998  max:122,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T01:24:33.805520800,ENDE_EINER_SPUR,600,true,617,108,21,88.82920469361147,2105.733795800454,min:1  avg:9.386023294509151  max:43,min:1  avg:38.044117647058826  max:98,min:1  avg:30.473484848484848  max:78,min:1  avg:6.119221411192214  max:84,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T01:33:17.266576200,ENDE_VON_ZWEI_SPUREN,600,false,216,0,0,252.39297658862876,1443.229598261402,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T01:42:15.087003600,ENDE_VON_ZWEI_SPUREN,600,false,218,0,0,251.49506578947367,1447.1585285945457,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T01:51:03.394214500,ENDE_VON_ZWEI_SPUREN,600,false,213,0,0,260.9519725557461,1474.6855205602053,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T02:05:40.372451200,ENDE_VON_ZWEI_SPUREN,600,true,272,186,29,217.9878048780488,1638.0097438461964,min:1  avg:48.292387543252595  max:304,min:1  avg:72.58966074313409  max:385,min:1  avg:87.4776357827476  max:199,min:1  avg:9.986577181208053  max:220,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T02:15:01.810384800,ENDE_VON_ZWEI_SPUREN,600,true,285,208,31,206.59830508474576,1633.5437487742706,min:1  avg:39.54220779220779  max:252,min:1  avg:75.5046875  max:334,min:1  avg:86.10802469135803  max:200,min:1  avg:9.343949044585987  max:211,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T02:24:30.446424,ENDE_VON_ZWEI_SPUREN,600,true,256,175,21,224.86725663716814,1604.151068826263,min:1  avg:45.88235294117647  max:304,min:1  avg:82.03231292517007  max:373,min:2  avg:87.8914858096828  max:251,min:1  avg:9.568807339449542  max:137,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T02:34:19.916982200,ENDE_VON_ZWEI_SPUREN,600,true,235,98,20,238.82608695652175,1553.320660257543,min:1  avg:49.914076782449726  max:381,min:1  avg:90.07931034482759  max:373,min:1  avg:90.24278438030561  max:235,min:1  avg:10.087962962962964  max:87,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T02:43:59.735513,ENDE_VON_ZWEI_SPUREN,600,true,251,62,16,236.40574506283662,1607.8045539224636,min:1  avg:48.648312611012436  max:379,min:1  avg:87.46977547495682  max:391,min:1  avg:90.4034188034188  max:218,min:1  avg:9.665198237885463  max:185,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T02:48:19.652044900,LIEGENGEBLIEBENES_FAHRZEUG,600,false,439,0,0,165.83930942895086,2027.2632383752755,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T02:52:38.109060400,LIEGENGEBLIEBENES_FAHRZEUG,600,false,436,0,0,165.570281124498,2046.017081809794,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T02:56:59.295136700,LIEGENGEBLIEBENES_FAHRZEUG,600,false,437,0,0,168.04155495978551,2036.4434930426808,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T02:59:59.871305900,LIEGENGEBLIEBENES_FAHRZEUG,600,true,606,199,48,92.45466847090663,2505.856250005823,min:1  avg:10.768583450210379  max:44,min:1  avg:39.14100905562743  max:93,min:1  avg:37.59518072289157  max:104,min:1  avg:4.004815409309791  max:72,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T03:02:59.679803200,LIEGENGEBLIEBENES_FAHRZEUG,600,true,600,196,50,92.64266304347827,2507.316748476355,min:1  avg:10.901098901098901  max:48,min:1  avg:38.293436293436294  max:95,min:1  avg:37.63537906137184  max:116,min:1  avg:4.085106382978723  max:72,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T03:06:00.595740,LIEGENGEBLIEBENES_FAHRZEUG,600,true,587,194,48,94.96190476190476,2470.9499595408975,min:1  avg:12.059972105997211  max:39,min:1  avg:40.02204928664073  max:92,min:1  avg:37.653284671532845  max:118,min:1  avg:4.134646962233169  max:72,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T03:09:27.636979700,LIEGENGEBLIEBENES_FAHRZEUG,600,true,555,194,54,104.93635077793493,2466.332883093643,min:1  avg:11.71304347826087  max:60,min:1  avg:44.018494055482165  max:106,min:1  avg:39.13059701492537  max:117,min:1  avg:4.213903743315508  max:87,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T03:12:58.754429,LIEGENGEBLIEBENES_FAHRZEUG,600,true,567,173,44,106.00277392510402,2455.01611515444,min:1  avg:12.671111111111111  max:68,min:1  avg:46.68815789473684  max:108,min:1  avg:39.70062893081761  max:132,min:1  avg:4.009779951100245  max:135,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T03:16:12.101847500,LIEGENGEBLIEBENES_FAHRZEUG,600,true,580,194,43,100.41770401106501,2496.2697157222906,min:1  avg:11.353640416047549  max:63,min:1  avg:42.83819628647215  max:100,min:1  avg:37.541191381495565  max:129,min:1  avg:4.286472148541114  max:82,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T03:24:22.009264200,DREISPURIGE_AUTOBAHN,600,false,511,0,0,162.15546772068512,3804.2461751322526,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T03:32:15.247792900,DREISPURIGE_AUTOBAHN,600,false,509,0,0,158.89361702127658,3829.5104785263284,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne alles,2024-10-14T03:40:16.956403700,DREISPURIGE_AUTOBAHN,600,false,511,0,0,158.98944591029024,3810.148992937381,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T03:47:58.625706100,DREISPURIGE_AUTOBAHN,600,true,575,141,36,128.07291666666666,3957.473895922697,min:1  avg:12.816353887399464  max:46,min:1  avg:46.789002557544755  max:160,min:1  avg:62.90311004784689  max:161,min:1  avg:5.813846153846153  max:116,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T03:55:46.074185800,DREISPURIGE_AUTOBAHN,600,true,592,134,25,128.30886075949368,3971.149875255989,min:1  avg:13.035422343324251  max:70,min:1  avg:49.01668806161746  max:161,min:1  avg:64.06467065868263  max:163,min:1  avg:5.3003003003003  max:116,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps ohne Konsens,2024-10-14T04:03:29.758000600,DREISPURIGE_AUTOBAHN,600,true,586,179,29,127.94366197183099,3962.4280145184157,min:1  avg:13.450953678474114  max:48,min:1  avg:46.9272030651341  max:163,min:1  avg:63.65906362545018  max:163,min:1  avg:5.513595166163142  max:116,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T04:11:59.012597900,DREISPURIGE_AUTOBAHN,600,true,501,61,26,145.70620689655172,3856.3875338029047,min:1  avg:11.831094049904031  max:140,min:1  avg:61.10283159463487  max:209,min:1  avg:57.498591549295774  max:208,min:1  avg:4.795454545454546  max:118,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T04:20:29.096777300,DREISPURIGE_AUTOBAHN,600,true,506,92,23,147.0563961485557,3889.021156205917,min:1  avg:12.131528046421664  max:114,min:1  avg:60.866863905325445  max:200,min:1  avg:58.27015558698727  max:184,min:1  avg:5.51603498542274  max:125,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
600 steps mit Konsens,2024-10-14T04:29:02.829453500,DREISPURIGE_AUTOBAHN,600,true,514,70,19,147.3489010989011,3875.7306511672823,min:1  avg:14.594433399602385  max:123,min:1  avg:65.88820826952526  max:194,min:1  avg:59.08797653958944  max:195,min:1  avg:5.484536082474227  max:120,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T14:02:11.814831900,ENDE_VON_ZWEI_SPUREN,300,true,109,64,13,113.79234972677595,1383.1884273498104,min:1  avg:22.286644951140065  max:104,min:1  avg:38.464285714285715  max:108,min:1  avg:50.362694300518136  max:132,min:1  avg:10.486238532110091  max:71,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T14:04:22.476602600,ENDE_VON_ZWEI_SPUREN,300,true,112,88,17,109.98603351955308,1430.9162455173866,min:1  avg:20.71794871794872  max:113,min:1  avg:37.45730027548209  max:133,min:2  avg:47.005181347150256  max:128,min:1  avg:9.811023622047244  max:121,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T18:08:38.823704600,ENDE_VON_ZWEI_SPUREN,300,true,107,59,13,114.81842818428184,1372.432758007662,min:1  avg:21.85759493670886  max:114,min:1  avg:42.24175824175824  max:123,min:1  avg:47.125  max:120,min:1  avg:10.642857142857142  max:142,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T18:11:56.333621600,ENDE_VON_ZWEI_SPUREN,300,true,106,90,16,112.47945205479452,1396.250898807624,min:1  avg:19.934984520123837  max:87,min:1  avg:41.630026809651476  max:127,min:2  avg:48.18112244897959  max:113,min:1  avg:10.03  max:72,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
300 steps mit konsens,2024-10-14T18:35:58.399468300,ENDE_VON_ZWEI_SPUREN,300,true,104,86,13,118.88034188034187,1373.7056368184444,min:1  avg:23.327217125382262  max:90,min:1  avg:40.551532033426184  max:139,min:1  avg:50.855614973262036  max:121,min:1  avg:9.865546218487395  max:92,Radius: 50.0 Cooldown: 60.0 MinNumber: 3.0 Speed Perc: 0.7
