vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
normal_1.456,59,Car,OUT_OF_DISTANCE,1140,1199,1164.0382851413272,1,
normal_1.459,51,Car,IN_DISTANCE,1148,1199,1010.4256142737084,0,
normal_1.458,54,Car,OUT_OF_DISTANCE,1145,1199,1056.2806070546733,0,
normal_1.464,38,Car,IN_DISTANCE,1161,1199,736.3639584363789,0,
normal_1.463,40,Car,IN_DISTANCE,1159,1199,704.4936298341,0,
normal_1.466,13,Car,COLLIDED,1165,1178,222.31362023670184,1,
normal_1.465,36,Car,IN_DISTANCE,1163,1199,669.2422290339179,0,
normal_1.460,9,Car,COLLIDED,1150,1159,171.40503974177687,0,
normal_1.462,44,Car,IN_DISTANCE,1155,1199,892.4837223608398,0,
normal_1.461,45,Car,IN_DISTANCE,1154,1199,798.3942755193367,0,
normal_2.259,100,Car,FINISHED,648,748,2790.6346779546625,0,
normal_2.258,64,Car,COLLIDED,645,709,1557.1780397659504,1,
normal_2.257,101,Car,FINISHED,643,744,2790.0238294943097,0,
truck_flow.138,109,Truck,FINISHED,707,816,2766.1584955094527,0,
truck_flow.139,114,Truck,FINISHED,713,827,2782.0387230508186,0,
truck_flow.136,109,Truck,FINISHED,696,805,2771.775536526079,0,
truck_flow.137,108,Truck,FINISHED,702,810,2767.084634456673,0,
normal_2.212,107,Car,FINISHED,530,637,2775.5763113176668,0,
truck_flow.134,109,Truck,FINISHED,687,796,2778.7945064078594,0,
normal_2.211,98,Car,FINISHED,528,626,2773.322959014305,0,
truck_flow.135,107,Truck,FINISHED,692,799,2786.2948059556784,0,
normal_1.409,113,Car,FINISHED,1023,1136,2764.4074530039306,1,
normal_2.210,103,Car,FINISHED,525,628,2775.685490827634,0,
truck_flow.132,117,Truck,FINISHED,676,793,2783.3101768282045,0,
truck_flow.133,109,Truck,FINISHED,682,791,2789.9956241923323,0,
normal_1.406,112,Car,FINISHED,1016,1128,2764.700013825547,2,
normal_1.405,116,Car,FINISHED,1013,1129,2770.827738131777,0,
normal_1.408,119,Car,FINISHED,1020,1139,2770.2714901107097,0,
normal_1.407,113,Car,FINISHED,1018,1131,2780.8104387619805,0,
normal_1.402,44,Car,COLLIDED,1005,1049,921.9153703032395,0,
normal_1.401,115,Car,FINISHED,1003,1118,2787.873829901245,1,
normal_1.404,113,Car,FINISHED,1010,1123,2763.9085519795485,0,
normal_1.403,120,Car,FINISHED,1008,1128,2783.9318833566267,1,
