Version,Timestamp,Simuliertes Szenario,Steps,Flocking,Fertige Fahrzeuge,Emergency Brakes,Kollisionen,avg Zeit,avg Distanz in Metern,UNDER_DISTANCE,IN_DISTANCE,OUT_OF_DISTANCE,NO_LEADER,Flocking Config
500 steps ohne Konsens mit Alignment,2024-10-04T03:25:04.376972400,DREISPURIGE_AUTOBAHN,500,true,342,506,0,179.61269841269842,3324.796762780185,min:1  avg:2.716417910447761  max:12,min:1  avg:124.8904347826087  max:290,min:1  avg:65.39655172413794  max:192,min:1  avg:7.691460055096419  max:184,Radius: 70 Spe1: 0.6000000000000001 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T03:28:11.213995400,DREISPURIGE_AUTOBAHN,500,true,324,280,0,178.9003164556962,3282.1612217073616,min:1  avg:2.4554455445544554  max:11,min:1  avg:108.7012987012987  max:289,min:1  avg:88.64493996569469  max:200,min:1  avg:7.758928571428571  max:169,Radius: 70 Spe1: 0.6000000000000001 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T03:31:27.064993600,DREISPURIGE_AUTOBAHN,500,true,305,254,0,186.9443561208267,3110.3033603792205,min:1  avg:3.1818181818181817  max:10,min:1  avg:98.30831643002028  max:303,min:1  avg:115.06759098786829  max:236,min:1  avg:8.141065830721002  max:159,Radius: 70 Spe1: 0.6000000000000001 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T03:34:53.890718400,DREISPURIGE_AUTOBAHN,500,true,268,187,0,194.33650793650793,2927.800230808165,min:1  avg:2.9916666666666667  max:10,min:1  avg:96.30574712643678  max:305,min:1  avg:135.0865051903114  max:277,min:1  avg:8.578397212543553  max:177,Radius: 70 Spe1: 0.6000000000000001 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T03:38:24.206610600,DREISPURIGE_AUTOBAHN,500,true,249,101,0,201.39095315024232,2799.582669363631,min:1  avg:3.1238938053097347  max:7,min:1  avg:96.50124688279301  max:266,min:1  avg:148.93582887700535  max:303,min:1  avg:9.447470817120623  max:162,Radius: 70 Spe1: 0.6000000000000001 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T03:42:36.016958500,DREISPURIGE_AUTOBAHN,500,true,3,6,0,304.50905432595573,1862.5993752950035,min:1  avg:77.62711864406779  max:148,min:1  avg:175.5369318181818  max:404,min:1  avg:204.21917808219177  max:494,min:149  avg:294.3333333333333  max:438,Radius: 70 Spe1: 0.6000000000000001 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T03:45:39.787981400,DREISPURIGE_AUTOBAHN,500,true,344,462,1,175.8259493670886,3318.7083872494536,min:1  avg:2.5104477611940297  max:9,min:1  avg:123.33975481611209  max:293,min:1  avg:63.888698630136986  max:190,min:1  avg:7.771978021978022  max:194,Radius: 70 Spe1: 0.4000000000000001 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T03:48:49.461966600,DREISPURIGE_AUTOBAHN,500,true,332,335,0,180.47551342812005,3287.508015187857,min:1  avg:2.9166666666666665  max:13,min:1  avg:111.3463687150838  max:295,min:1  avg:87.45655877342419  max:202,min:1  avg:7.692528735632184  max:154,Radius: 70 Spe1: 0.4000000000000001 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T03:52:05.462821500,DREISPURIGE_AUTOBAHN,500,true,303,258,0,185.68196202531647,3104.139766430533,min:1  avg:3.1  max:11,min:1  avg:97.9881188118812  max:299,min:1  avg:112.55190311418686  max:233,min:1  avg:8.522292993630574  max:154,Radius: 70 Spe1: 0.4000000000000001 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T03:55:28.341148700,DREISPURIGE_AUTOBAHN,500,true,281,181,0,188.54588607594937,2951.5106971440396,min:1  avg:2.8376068376068377  max:8,min:1  avg:91.7155756207675  max:295,min:1  avg:129.75298126064735  max:267,min:1  avg:8.030303030303031  max:176,Radius: 70 Spe1: 0.4000000000000001 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T03:59:01.729588700,DREISPURIGE_AUTOBAHN,500,true,252,109,0,202.3365539452496,2802.4223336436767,min:1  avg:3.644230769230769  max:10,min:1  avg:99.32412060301507  max:278,min:1  avg:149.03019538188278  max:302,min:1  avg:8.293233082706767  max:196,Radius: 70 Spe1: 0.4000000000000001 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T04:03:12.903647800,DREISPURIGE_AUTOBAHN,500,true,5,5,0,306.0808080808081,1958.8447633479823,min:1  avg:68.75324675324676  max:146,min:1  avg:166.47941176470587  max:355,min:1  avg:209.3140703517588  max:494,min:5  avg:187.75  max:482,Radius: 70 Spe1: 0.4000000000000001 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T04:06:13.908159900,DREISPURIGE_AUTOBAHN,500,true,340,444,0,177.83333333333334,3337.9337243083733,min:1  avg:2.6392405063291138  max:10,min:1  avg:125.2424778761062  max:303,min:1  avg:66.17595818815332  max:197,min:1  avg:7.6011080332409975  max:182,Radius: 70 Spe1: 0.20000000000000007 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T04:09:20.159678400,DREISPURIGE_AUTOBAHN,500,true,326,342,0,180.80286168521462,3279.8381893854284,min:1  avg:2.6378600823045266  max:11,min:1  avg:108.4059040590406  max:308,min:1  avg:90.62434782608696  max:212,min:1  avg:7.483679525222552  max:187,Radius: 70 Spe1: 0.20000000000000007 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T04:12:35.350349900,DREISPURIGE_AUTOBAHN,500,true,306,240,0,184.1563981042654,3109.255959250977,min:1  avg:2.8146067415730336  max:12,min:1  avg:96.29745596868885  max:299,min:1  avg:111.38620689655173  max:230,min:1  avg:8.10344827586207  max:193,Radius: 70 Spe1: 0.20000000000000007 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T04:16:04.659328400,DREISPURIGE_AUTOBAHN,500,true,274,149,0,194.94444444444446,2926.3815130182566,min:1  avg:3.1818181818181817  max:9,min:1  avg:98.7621247113164  max:299,min:1  avg:134.80208333333334  max:272,min:1  avg:8.221453287197232  max:173,Radius: 70 Spe1: 0.20000000000000007 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T04:19:41.112441700,DREISPURIGE_AUTOBAHN,500,true,234,88,0,203.80551053484604,2778.1777901981172,min:1  avg:3.52991452991453  max:10,min:1  avg:101.44020356234097  max:300,min:1  avg:151.45009074410163  max:315,min:1  avg:9.808163265306122  max:178,Radius: 70 Spe1: 0.20000000000000007 Sep2: 0.20000000000000007
