vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
normal_2.175,161,Car,NOT_SYNCHRONIZED,438,599,1123.0275707841104,0,
normal_2.174,164,Car,NOT_SYNCHRONIZED,435,599,1132.4620707937877,0,
normal_2.173,166,Car,NOT_SYNCHRONIZED,433,599,1143.124793151901,0,
normal_2.172,169,Car,NOT_SYNCHRONIZED,430,599,1154.6044985667966,0,
normal_2.179,151,Car,NOT_SYNCHRONIZED,448,599,1045.0934495305942,0,
normal_2.178,154,Car,NOT_SYNCHRONIZED,445,599,1060.2010121027124,0,
normal_2.177,156,Car,NOT_SYNCHRONIZED,443,599,1074.499083285335,0,
normal_2.176,159,Car,NOT_SYNCHRONIZED,440,599,1113.6364837877902,0,
normal_1.127,281,Car,NOT_SYNCHRONIZED,318,599,1151.286164036013,0,
normal_2.171,171,Car,NOT_SYNCHRONIZED,428,599,1164.4412088237198,0,
normal_1.126,284,Car,NOT_SYNCHRONIZED,315,599,1776.8038283378737,0,
normal_2.170,174,Car,NOT_SYNCHRONIZED,425,599,1175.1437820841495,0,
normal_1.129,179,Car,FINISHED,323,502,2348.4466463641397,0,
normal_1.128,279,Car,NOT_SYNCHRONIZED,320,599,1141.5491830224169,0,
normal_1.134,264,Car,NOT_SYNCHRONIZED,335,599,1102.0890272579918,0,
normal_1.133,266,Car,NOT_SYNCHRONIZED,333,599,1111.508933163649,0,
normal_1.136,259,Car,NOT_SYNCHRONIZED,340,599,1080.8152467324994,0,
normal_1.135,261,Car,NOT_SYNCHRONIZED,338,599,1092.1961364926103,0,
normal_1.130,274,Car,NOT_SYNCHRONIZED,325,599,1736.3329284883857,0,
normal_1.132,269,Car,NOT_SYNCHRONIZED,330,599,1121.1131016212921,0,
normal_1.131,271,Car,NOT_SYNCHRONIZED,328,599,1130.5463461664654,0,
normal_2.169,176,Car,NOT_SYNCHRONIZED,423,599,1184.7697574087515,0,
normal_2.164,189,Car,NOT_SYNCHRONIZED,410,599,1236.5388535792517,0,
normal_2.163,191,Car,NOT_SYNCHRONIZED,408,599,1256.9315547694166,0,
normal_2.162,194,Car,NOT_SYNCHRONIZED,405,599,1280.6845212880578,0,
normal_2.161,196,Car,NOT_SYNCHRONIZED,403,599,1313.628611127227,0,
normal_2.168,179,Car,NOT_SYNCHRONIZED,420,599,1193.854985058571,0,
normal_2.167,181,Car,NOT_SYNCHRONIZED,418,599,1203.3726298463346,0,
normal_2.166,184,Car,NOT_SYNCHRONIZED,415,599,1212.8342198469913,0,
normal_2.165,186,Car,NOT_SYNCHRONIZED,413,599,1223.5202921690395,0,
normal_1.119,301,Car,NOT_SYNCHRONIZED,298,599,1870.9848332393988,0,
normal_1.116,309,Car,NOT_SYNCHRONIZED,290,599,1204.6201356063664,0,
normal_2.160,199,Car,NOT_SYNCHRONIZED,400,599,1354.3302628740225,0,
normal_1.115,311,Car,NOT_SYNCHRONIZED,288,599,1955.0138930730595,0,
normal_1.118,304,Car,NOT_SYNCHRONIZED,295,599,1195.3776531114495,0,
normal_1.117,306,Car,NOT_SYNCHRONIZED,293,599,1914.4318019775058,0,
normal_1.123,234,Car,FINISHED,308,542,2352.1951232689153,0,
normal_1.122,294,Car,NOT_SYNCHRONIZED,305,599,1178.0848008831167,0,
normal_1.125,286,Car,NOT_SYNCHRONIZED,313,599,1160.3253638306985,0,
normal_1.124,289,Car,NOT_SYNCHRONIZED,310,599,1828.2142389895193,0,
normal_1.121,296,Car,NOT_SYNCHRONIZED,303,599,1186.664134157597,0,
normal_1.120,245,Car,FINISHED,300,545,2361.8263763084274,0,
normal_2.159,201,Car,NOT_SYNCHRONIZED,398,599,1395.1826679345745,0,
normal_2.158,204,Car,NOT_SYNCHRONIZED,395,599,1297.17709730628,0,
normal_0.104,144,Car,FINISHED,351,495,2352.9293063954083,0,
normal_2.197,106,Car,NOT_SYNCHRONIZED,493,599,692.1567552540454,0,
normal_0.103,144,Car,FINISHED,349,493,2348.536445976382,0,
normal_2.196,109,Car,NOT_SYNCHRONIZED,490,599,702.4276389400926,0,
normal_0.102,256,Car,NOT_SYNCHRONIZED,343,599,1057.9458568565408,0,
normal_2.195,111,Car,NOT_SYNCHRONIZED,488,599,714.4763290951342,0,
normal_0.101,146,Car,FINISHED,341,487,2365.7471953870836,0,
normal_2.194,114,Car,NOT_SYNCHRONIZED,485,599,726.541962581036,0,
normal_0.100,145,Car,FINISHED,336,481,2351.5913691476335,0,
normal_2.199,101,Car,NOT_SYNCHRONIZED,498,599,671.9130718287904,0,
normal_2.198,104,Car,NOT_SYNCHRONIZED,495,599,682.3883706604573,0,
normal_1.149,226,Car,NOT_SYNCHRONIZED,373,599,881.7570200975827,0,
normal_2.193,116,Car,NOT_SYNCHRONIZED,483,599,741.0028579644693,0,
normal_1.148,229,Car,NOT_SYNCHRONIZED,370,599,897.4568062958368,0,
normal_2.192,119,Car,NOT_SYNCHRONIZED,480,599,755.9016720832451,0,
normal_2.191,121,Car,NOT_SYNCHRONIZED,478,599,774.5262303742344,0,
normal_2.190,124,Car,NOT_SYNCHRONIZED,475,599,794.8637057136831,0,
normal_1.156,209,Car,NOT_SYNCHRONIZED,390,599,781.9928261733183,0,
normal_1.155,211,Car,NOT_SYNCHRONIZED,388,599,794.1882371652754,0,
normal_1.158,204,Car,NOT_SYNCHRONIZED,395,599,755.6560190576195,0,
normal_1.157,206,Car,NOT_SYNCHRONIZED,393,599,768.7027331555433,0,
normal_1.152,219,Car,NOT_SYNCHRONIZED,380,599,836.8285082039963,0,
normal_1.151,221,Car,NOT_SYNCHRONIZED,378,599,851.6953219996036,0,
normal_1.154,214,Car,NOT_SYNCHRONIZED,385,599,807.2304304573747,0,
normal_1.153,216,Car,NOT_SYNCHRONIZED,383,599,821.5745367264836,0,
normal_1.150,224,Car,NOT_SYNCHRONIZED,375,599,865.7648006431037,0,
normal_0.115,152,Car,FINISHED,395,547,2367.4232181279185,0,
normal_2.186,134,Car,NOT_SYNCHRONIZED,465,599,886.9112308422043,0,
normal_0.114,152,Car,FINISHED,389,541,2353.6180848071535,0,
normal_2.185,136,Car,NOT_SYNCHRONIZED,463,599,911.3251215803107,0,
normal_0.113,152,Car,FINISHED,387,539,2348.310013081983,0,
normal_2.184,139,Car,NOT_SYNCHRONIZED,460,599,935.6389464746569,0,
normal_0.112,153,Car,FINISHED,381,534,2354.383474938808,0,
normal_2.183,141,Car,NOT_SYNCHRONIZED,458,599,960.70330231786,0,
normal_0.111,135,Car,FINISHED,379,514,2368.114692862175,0,
normal_0.110,139,Car,FINISHED,373,512,2367.7257898387543,0,
normal_2.189,126,Car,NOT_SYNCHRONIZED,473,599,818.0421300012434,0,
normal_2.188,129,Car,NOT_SYNCHRONIZED,470,599,839.7001003996909,0,
normal_2.187,131,Car,NOT_SYNCHRONIZED,468,599,863.3060813731845,0,
normal_1.138,254,Car,NOT_SYNCHRONIZED,345,599,1044.224771666235,0,
normal_2.182,144,Car,NOT_SYNCHRONIZED,455,599,984.8158387822941,0,
normal_1.137,256,Car,NOT_SYNCHRONIZED,343,599,1069.9340260935048,0,
normal_2.181,146,Car,NOT_SYNCHRONIZED,453,599,1007.4020785798455,0,
normal_2.180,149,Car,NOT_SYNCHRONIZED,450,599,1027.1283269400813,0,
normal_1.139,251,Car,NOT_SYNCHRONIZED,348,599,1034.3681039864953,0,
truck_flow.0,110,Truck,FINISHED,2,112,2362.3587107088833,0,
normal_1.145,236,Car,NOT_SYNCHRONIZED,363,599,934.9032216616397,0,
truck_flow.1,108,Truck,FINISHED,11,119,2357.2320139066137,0,
normal_1.144,239,Car,NOT_SYNCHRONIZED,360,599,951.440482335353,0,
