vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
normal_0.203,78,Car,OUT_OF_DISTANCE,521,599,2044.0681276929683,0,
normal_0.202,36,Car,COLLIDED,517,553,835.6860095874407,0,
normal_0.201,83,Car,IN_DISTANCE,516,599,2069.447652508131,0,
normal_0.200,86,Car,OUT_OF_DISTANCE,513,599,2109.7163339100402,0,
normal_0.214,52,Car,UNDER_DISTANCE,547,599,1218.5382383662213,0,
normal_0.213,53,Car,OUT_OF_DISTANCE,546,599,1221.4986394438818,0,
normal_0.212,56,Car,IN_DISTANCE,543,599,1312.2937502227262,0,
normal_0.211,57,Car,OUT_OF_DISTANCE,542,599,1402.943225647002,0,
normal_0.210,61,Car,OUT_OF_DISTANCE,538,599,1489.5381852384478,1,
normal_1.237,5,Car,UNDER_DISTANCE,594,599,128.73191846118414,1,
normal_1.236,9,Car,UNDER_DISTANCE,590,599,246.06920267881503,0,
normal_1.239,1,Car,OUT_OF_DISTANCE,598,599,28.69377460265828,0,
normal_1.238,4,Car,OUT_OF_DISTANCE,595,599,113.90380729561346,0,
normal_0.209,62,Car,IN_DISTANCE,537,599,1377.6555697441834,0,
normal_0.208,65,Car,OUT_OF_DISTANCE,534,599,1524.5596649657805,0,
normal_0.207,67,Car,IN_DISTANCE,532,599,1597.8691878981156,0,
normal_0.206,71,Car,IN_DISTANCE,528,599,1709.6799905809066,0,
normal_0.205,72,Car,UNDER_DISTANCE,527,599,1817.9656303751583,0,
normal_0.204,76,Car,IN_DISTANCE,523,599,1818.7529372302547,1,
normal_0.225,24,Car,OUT_OF_DISTANCE,575,599,631.1162484366872,0,
normal_0.224,27,Car,IN_DISTANCE,572,599,601.2051017272032,0,
normal_0.223,28,Car,IN_DISTANCE,571,599,632.35621323833,0,
normal_0.222,32,Car,OUT_OF_DISTANCE,567,599,691.6509284681392,0,
normal_0.221,33,Car,UNDER_DISTANCE,566,599,755.0245672650316,0,
normal_0.220,37,Car,UNDER_DISTANCE,562,599,869.4397821733421,0,
normal_0.219,39,Car,UNDER_DISTANCE,560,599,951.0971005296324,0,
normal_0.218,43,Car,IN_DISTANCE,556,599,1005.2401636990455,0,
normal_0.217,44,Car,OUT_OF_DISTANCE,555,599,1032.0965947173813,0,
normal_0.216,47,Car,OUT_OF_DISTANCE,552,599,1107.4238874277419,0,
normal_0.215,48,Car,OUT_OF_DISTANCE,551,599,1073.0426731808443,0,
normal_0.234,2,Car,UNDER_DISTANCE,597,599,58.54575360049377,0,
normal_0.233,4,Car,OUT_OF_DISTANCE,595,599,112.02315932108917,0,
normal_0.232,7,Car,IN_DISTANCE,592,599,179.657591944386,0,
normal_0.231,8,Car,UNDER_DISTANCE,591,599,209.2717692557781,1,
normal_0.230,12,Car,IN_DISTANCE,587,599,324.6336978445506,0,
normal_0.229,13,Car,OUT_OF_DISTANCE,586,599,320.2605199667808,0,
normal_0.228,17,Car,OUT_OF_DISTANCE,582,599,422.7488006837071,0,
normal_0.227,19,Car,OUT_OF_DISTANCE,580,599,495.62666341431964,0,
normal_0.226,22,Car,IN_DISTANCE,577,599,470.22611859344005,0,
normal_1.208,78,Car,IN_DISTANCE,521,599,1929.4853063280227,0,
normal_1.207,80,Car,IN_DISTANCE,519,599,1938.8407950999565,0,
normal_1.209,76,Car,IN_DISTANCE,523,599,1783.652586662915,1,
normal_1.204,88,Car,IN_DISTANCE,511,599,2228.8459001156425,0,
normal_1.203,91,Car,OUT_OF_DISTANCE,508,599,2380.7725096991308,0,
normal_1.206,36,Car,COLLIDED,517,553,844.7290869388735,0,
normal_1.205,84,Car,IN_DISTANCE,515,599,2009.9991996773977,1,
normal_1.211,70,Car,IN_DISTANCE,529,599,1637.3345201514296,1,
normal_1.210,74,Car,OUT_OF_DISTANCE,525,599,1845.9180114682904,1,
normal_1.213,66,Car,IN_DISTANCE,533,599,1566.9338716770073,1,
normal_1.212,68,Car,OUT_OF_DISTANCE,531,599,1713.9916284386572,0,
normal_1.200,99,Car,IN_DISTANCE,500,599,2415.5623394775184,0,
normal_0.19,94,Car,FINISHED,49,143,2765.7528686837954,0,
normal_0.18,96,Car,FINISHED,45,141,2787.8691897409253,0,
normal_1.202,93,Car,IN_DISTANCE,506,599,2327.771208770436,0,
normal_0.17,97,Car,FINISHED,43,140,2762.9928664550694,0,
normal_1.201,44,Car,COLLIDED,503,547,1022.2937592236691,0,
normal_0.16,93,Car,FINISHED,40,133,2785.876469031049,0,
normal_0.15,14,Car,COLLIDED,39,53,383.91313297585634,0,
normal_0.14,98,Car,FINISHED,36,134,2777.0329420695202,0,
normal_0.13,101,Car,FINISHED,34,135,2769.198270611265,0,
normal_0.12,91,Car,FINISHED,30,121,2775.806544337631,0,
normal_2.238,3,Car,IN_DISTANCE,596,599,82.05013374690505,0,
normal_0.11,92,Car,FINISHED,28,120,2778.894060554903,1,
normal_2.237,6,Car,IN_DISTANCE,593,599,153.22059049827635,0,
normal_0.10,93,Car,FINISHED,25,118,2796.2596659427463,0,
normal_2.236,9,Car,OUT_OF_DISTANCE,590,599,235.71300549389446,0,
normal_2.235,11,Car,UNDER_DISTANCE,588,599,272.5327822081114,0,
normal_1.229,25,Car,IN_DISTANCE,574,599,540.6652657490343,0,
normal_1.226,34,Car,IN_DISTANCE,565,599,774.7920990168884,0,
normal_1.225,36,Car,OUT_OF_DISTANCE,563,599,833.7525811558081,0,
normal_1.228,29,Car,IN_DISTANCE,570,599,676.4364138835048,0,
normal_1.227,31,Car,OUT_OF_DISTANCE,568,599,640.5761261808475,0,
normal_1.233,16,Car,OUT_OF_DISTANCE,583,599,387.8554784875072,0,
normal_1.232,19,Car,IN_DISTANCE,580,599,398.67499795675724,0,
normal_1.235,11,Car,OUT_OF_DISTANCE,588,599,285.78553016849486,0,
normal_1.234,11,Car,COLLIDED,585,596,257.8257331592445,0,
normal_1.231,21,Car,UNDER_DISTANCE,578,599,445.1145862028144,0,
normal_1.230,24,Car,UNDER_DISTANCE,575,599,516.1710582778621,0,
normal_1.219,49,Car,OUT_OF_DISTANCE,550,599,1141.7258550185234,0,
normal_1.218,51,Car,IN_DISTANCE,548,599,1184.620776554713,1,
normal_1.215,61,Car,IN_DISTANCE,538,599,1454.1426934541169,1,
normal_1.214,64,Car,OUT_OF_DISTANCE,535,599,1492.5934806408154,0,
normal_1.217,54,Car,IN_DISTANCE,545,599,1242.3119061865018,0,
normal_1.216,59,Car,UNDER_DISTANCE,540,599,1432.1938377970691,0,
normal_1.222,41,Car,OUT_OF_DISTANCE,558,599,953.7025223167852,0,
normal_1.221,42,Car,OUT_OF_DISTANCE,557,599,972.3042494335459,0,
normal_1.224,37,Car,IN_DISTANCE,562,599,803.6260345864595,0,
normal_1.223,39,Car,OUT_OF_DISTANCE,560,599,912.6880754605137,0,
normal_1.220,45,Car,IN_DISTANCE,554,599,1007.1257723643226,0,
normal_2.212,69,Car,OUT_OF_DISTANCE,530,599,1676.1830036127815,0,
normal_2.211,71,Car,IN_DISTANCE,528,599,1670.6272987296998,0,
normal_2.210,74,Car,IN_DISTANCE,525,599,1744.2455190883625,1,
normal_0.49,98,Car,FINISHED,124,222,2773.090488592953,0,
normal_0.48,97,Car,FINISHED,121,218,2768.6717217219184,0,
normal_0.47,105,Car,FINISHED,119,224,2789.309067678747,1,
normal_0.46,101,Car,FINISHED,116,217,2786.3480528494565,0,
normal_0.45,99,Car,FINISHED,115,214,2768.7357031373385,1,
normal_2.205,86,Car,IN_DISTANCE,513,599,2162.1936689754993,0,
normal_0.44,100,Car,FINISHED,112,212,2787.3209672644093,0,
normal_2.204,89,Car,OUT_OF_DISTANCE,510,599,2246.608531027068,2,
normal_0.43,97,Car,FINISHED,111,208,2791.267360829692,1,
normal_2.203,62,Car,COLLIDED,508,570,1537.865621035314,0,
normal_0.42,102,Car,FINISHED,108,210,2771.9047334718784,0,
normal_2.202,42,Car,COLLIDED,505,547,1013.7936645919029,0,
normal_0.41,99,Car,FINISHED,107,206,2788.189128807976,1,
normal_2.209,76,Car,IN_DISTANCE,523,599,1853.3685763163735,0,
normal_0.40,99,Car,FINISHED,103,202,2779.1696533790055,0,
normal_2.208,79,Car,OUT_OF_DISTANCE,520,599,1895.064022288811,0,
normal_2.207,81,Car,OUT_OF_DISTANCE,518,599,1976.4427486978348,0,
normal_2.206,84,Car,IN_DISTANCE,515,599,2067.8516821222024,0,
normal_2.201,96,Car,OUT_OF_DISTANCE,503,599,2508.955908193044,1,
normal_2.200,99,Car,OUT_OF_DISTANCE,500,599,2567.9712196336936,0,
normal_0.59,110,Car,FINISHED,149,259,2778.2174428241947,2,
normal_0.58,102,Car,FINISHED,145,247,2768.7142518016835,0,
normal_0.57,98,Car,FINISHED,143,241,2794.1393633778944,0,
normal_0.56,102,Car,FINISHED,140,242,2775.2397239096,1,
normal_0.55,105,Car,FINISHED,139,244,2772.785760664453,0,
normal_0.54,101,Car,FINISHED,135,236,2767.384594680612,0,
normal_0.53,103,Car,FINISHED,133,236,2770.559570042413,1,
normal_0.52,102,Car,FINISHED,130,232,2780.187107460685,0,
normal_0.51,105,Car,FINISHED,129,234,2770.427252069146,3,
normal_0.50,105,Car,FINISHED,126,231,2791.5126584665713,2,
normal_2.230,23,Car,OUT_OF_DISTANCE,576,599,502.21960681254865,0,
truck_flow.116,6,Truck,OUT_OF_DISTANCE,593,599,164.47222197834373,0,
truck_flow.117,0,Truck,OUT_OF_DISTANCE,599,599,0.0,0,
truck_flow.114,15,Truck,OUT_OF_DISTANCE,584,599,396.4569020674565,0,
truck_flow.115,10,Truck,OUT_OF_DISTANCE,589,599,270.77921134457483,0,
truck_flow.112,26,Truck,OUT_OF_DISTANCE,573,599,680.6555217731114,0,
normal_2.234,11,Car,COLLIDED,585,596,249.46416456462697,0,
truck_flow.113,21,Truck,OUT_OF_DISTANCE,578,599,480.7462231632637,0,
normal_2.233,16,Car,OUT_OF_DISTANCE,583,599,352.7006931330246,0,
truck_flow.110,35,Truck,OUT_OF_DISTANCE,564,599,925.0474541507143,0,
normal_2.232,19,Car,UNDER_DISTANCE,580,599,381.3641839525398,0,
truck_flow.111,30,Truck,UNDER_DISTANCE,569,599,708.6692538208583,0,
normal_2.231,21,Car,UNDER_DISTANCE,578,599,423.2463958113013,0,
normal_0.29,97,Car,FINISHED,75,172,2794.4486978128293,1,
normal_0.28,97,Car,FINISHED,72,169,2791.95014477868,0,
normal_0.27,95,Car,FINISHED,71,166,2795.1586337866743,0,
normal_0.26,97,Car,FINISHED,67,164,2775.668818291513,0,
normal_0.25,98,Car,FINISHED,65,163,2771.895784272936,0,
normal_0.24,93,Car,FINISHED,61,154,2784.8445966264444,1,
normal_0.23,91,Car,FINISHED,60,151,2781.901409532642,0,
normal_2.227,31,Car,IN_DISTANCE,568,599,660.4568910661536,1,
normal_0.22,90,Car,FINISHED,57,147,2773.5421753668907,0,
normal_2.226,33,Car,OUT_OF_DISTANCE,566,599,733.9924665026939,0,
normal_0.21,96,Car,FINISHED,55,151,2777.0064537805592,0,
normal_2.225,35,Car,UNDER_DISTANCE,564,599,739.225473701628,0,
normal_0.20,48,Car,COLLIDED,51,99,1354.7214780696297,0,
normal_2.224,39,Car,UNDER_DISTANCE,560,599,852.69384686333,0,
normal_2.229,26,Car,IN_DISTANCE,573,599,569.7585499070098,1,
normal_2.228,29,Car,OUT_OF_DISTANCE,570,599,605.2336098567639,1,
truck_flow.105,59,Truck,IN_DISTANCE,540,599,1455.636227998127,0,
truck_flow.106,55,Truck,OUT_OF_DISTANCE,544,599,1352.1741183151025,0,
truck_flow.103,69,Truck,OUT_OF_DISTANCE,530,599,1751.4345470597652,0,
truck_flow.104,64,Truck,OUT_OF_DISTANCE,535,599,1618.8899688958027,0,
truck_flow.101,80,Truck,OUT_OF_DISTANCE,519,599,2104.8397501859267,0,
normal_2.223,41,Car,UNDER_DISTANCE,558,599,882.9752402888222,0,
truck_flow.102,74,Truck,OUT_OF_DISTANCE,525,599,1964.8487187183664,0,
normal_2.222,44,Car,OUT_OF_DISTANCE,555,599,910.1087888216182,0,
normal_2.221,46,Car,UNDER_DISTANCE,553,599,1044.6633029308048,0,
truck_flow.100,85,Truck,OUT_OF_DISTANCE,514,599,2146.262497961864,0,
normal_2.220,49,Car,OUT_OF_DISTANCE,550,599,1114.9442119806206,0,
truck_flow.109,41,Truck,NO_LEADER,558,599,1085.8900091060457,0,
truck_flow.107,50,Truck,OUT_OF_DISTANCE,549,599,1282.340695268014,0,
truck_flow.108,46,Truck,OUT_OF_DISTANCE,553,599,1072.008197006756,0,
normal_0.39,91,Car,FINISHED,102,193,2791.6922112561124,0,
normal_0.38,95,Car,FINISHED,99,194,2772.7572799903032,0,
normal_0.37,104,Car,FINISHED,97,201,2792.919958187106,0,
normal_0.36,97,Car,FINISHED,94,191,2775.139666883657,0,
normal_0.35,54,Car,COLLIDED,92,146,1504.0504722786916,0,
normal_0.34,94,Car,FINISHED,88,182,2793.258025774695,0,
normal_2.216,59,Car,UNDER_DISTANCE,540,599,1408.4961937109736,0,
normal_0.33,97,Car,FINISHED,86,183,2778.6567348329036,1,
normal_2.215,61,Car,IN_DISTANCE,538,599,1345.0113315903811,1,
normal_0.32,94,Car,FINISHED,82,176,2777.283557726295,0,
normal_2.214,64,Car,UNDER_DISTANCE,535,599,1544.1770173461841,0,
normal_0.31,98,Car,FINISHED,80,178,2789.3350304261257,0,
normal_2.213,66,Car,OUT_OF_DISTANCE,533,599,1556.7815935892545,0,
normal_0.30,101,Car,FINISHED,76,177,2789.682379304795,2,
normal_2.219,51,Car,UNDER_DISTANCE,548,599,1164.7558517496207,0,
normal_2.218,54,Car,UNDER_DISTANCE,545,599,1290.542338926101,0,
normal_2.217,56,Car,UNDER_DISTANCE,543,599,1271.165569669226,0,
normal_0.81,101,Car,FINISHED,205,306,2768.864833592059,0,
normal_0.80,97,Car,FINISHED,202,299,2770.195967769857,0,
normal_2.20,92,Car,FINISHED,50,142,2783.214508040445,0,
normal_2.21,93,Car,FINISHED,53,146,2793.510138710606,0,
normal_2.22,9,Car,COLLIDED,55,64,250.69668046813786,0,
normal_2.23,94,Car,FINISHED,58,152,2765.943349011536,0,
normal_2.24,90,Car,FINISHED,60,150,2782.87852481128,0,
normal_2.25,95,Car,FINISHED,64,159,2796.682749882636,0,
normal_2.26,95,Car,FINISHED,65,160,2777.77493273862,0,
normal_2.27,96,Car,FINISHED,68,164,2776.90997980019,1,
normal_2.28,96,Car,FINISHED,70,166,2778.1649674614964,0,
normal_2.29,94,Car,FINISHED,73,167,2763.93211424445,1,
normal_0.89,112,Car,FINISHED,225,337,2768.2494456653258,1,
normal_0.88,106,Car,FINISHED,221,327,2789.311256480575,0,
normal_0.87,112,Car,FINISHED,219,331,2766.889070515359,0,
normal_0.86,100,Car,FINISHED,216,316,2761.793519541283,0,
normal_0.85,107,Car,FINISHED,214,321,2760.019669132068,1,
normal_0.84,105,Car,FINISHED,211,316,2765.0080371691442,0,
normal_0.83,11,Car,COLLIDED,210,221,310.10819150143783,0,
normal_0.82,104,Car,FINISHED,207,311,2789.077704675673,0,
normal_0.92,111,Car,FINISHED,233,344,2796.2549698831867,2,
normal_2.30,94,Car,FINISHED,75,169,2785.8618375821925,0,
normal_0.91,110,Car,FINISHED,231,341,2789.384045706749,1,
normal_2.31,95,Car,FINISHED,78,173,2774.151986530571,1,
normal_0.90,108,Car,FINISHED,227,335,2794.6320250082226,1,
